"record_id","artist","title","date","medium","discipline","dimensions","funding_source","location","street","city","state","zipcode","lat","lng","description","image_url","detail_url","date_modified"

"1226","Charlotte Lewis","Children of Humanity","1995","Acrylic on canvas","painting","5' x 11'","Percent for Art - City of Portland","North Police Precinct","","","  ","","","","The inspiration behind this painting was to build a strong relationship between our elders, authority figures, and community youth. It was created as a contribution from elders from the Northeast Multicultural Senior Center who helped paint the frame to the youth to give them a sense of ancestral pride in knowing who we are, and acknowledging our historical greatness. The painting is about the human race and is a visual journey in education and awareness. Figures of children are depicted playing everyday games and are interwoven with African symbols from Adinkra and ancient Egyptian traditions.","http://data.racc.org/pa_inventory/1099/1099thumb.jpg","http://racc.org/public-art/search/?recid=1226.162","2011-02-22 00:00:00"

"1252","Robert Calvo","Ascension","1996","Steel, brick, glass, and reinforced gypsum","sculpture","","Percent for Art - City of Portland","Fire Station 01","55 SW Ash Street","Portland","OR","97204","45.522050999999998","-122.67080199999999","""The ladders symbolize the direct connection between the buildings, the firefighters and equipment used to protect them.  Not only do they function as a symbol of the fire bureau, but also as an abstract representation of striving and accomplishment.  Together the ladders and columns tell a story of the past and how the present we continue to revere such goals and achievements.""","http://data.racc.org/pa_inventory/1122/1122thumb.jpg","http://racc.org/public-art/search/?recid=1252.187","2010-07-13 00:00:00"

"1254","Christine Bourdette","Beside Ourselves","1994","Bronze, steel, stone, plants, and trees","sculpture","width: 97' 6 "", depth: 34'","Percent for Art - Multnomah County","Juvenile Justice Center","1401 NE 68th Ave","Portland","OR","97213","45.5316951","-122.59439","In the midst of turmoil life goes on.  The sun rises and sets.  Clouds come and go.  Flowers open.  Fruit ripens and falls.  We remember, and we forget.

The seasons go on changing.  Winter into spring.  Life goes on living.  The bitter and the sweet.

Change surrounds us, but the patterns of life remain the same.  Trees begin as twigs.  Adults begin as children.  Apples begin as blossoms.  Summer begins as spring.","http://data.racc.org/pa_inventory/1086/1086thumb.jpg","http://racc.org/public-art/search/?recid=1254.207","2011-06-03 00:00:00"

"1264","Ilan Averbuch","Terra Incognita","1995","Steel, wood, and stone","sculpture","15' x 40' x 6'","Percent for Art - City of Portland","N Broadway and N Larrabee Ave.","N Broadway and N Larrabee Ave.","Portland","OR","97227","45.533452999999987","-122.6712891","Terra Incognita is a massive gate-like sculpture at the foot of the Broadway Bridge.  It forms a strong positive negative pattern of five cubes.  The three lower cubes are bundles of tree trunks.  In between these are two cubes made of piles of stone that are held in the air by the lower cubes.  This work relates to its site in a broad context.  It plays off the power of the natural landscape, the rivers, hillsides and mountains, as well as the power and scale of the man-made elements such as surrounding bridges and buildings.  Averbuch felt that the dramatic relationship between wood and stone are appropriate for Portland.  This sculpture has a feeling of fortification and frontier, elements the artist associates with Oregon.","http://data.racc.org/pa_inventory/1134/1134thumb.jpg","http://racc.org/public-art/search/?recid=1264.184","2012-04-05 00:00:00"

"1265","Ilan Averbuch","Earth, Water and Heaven","1995","Stone, wood, copper, and steel","sculpture","10' x 8' x 8'","Percent for Art - City of Portland","N Center Court St. and N Winning Way","N Center Court St. and N Winning Way","Portland","OR","97227","45.533051200000003","-122.66775370000001","Earth Water and Heaven (from Daedalus to Icarus), in contrast to the other two sculptures located in the Rose Quarter by Averbuch, is of moderate scale.  It is also more quiet and meditative. This work deals with the dichotomy and integration of two different levels of meaning.  One is the ring of stone and water tied in an everlasting balance of nature (rivers and mountains, oceans and continents).  The other concept is about us as humans and our expressive aspirations for ""heaven"" represented by the image of a wing - an age-old icon that reappears in many cultures, describing our aspiration for greatness, fantasy and the supernatural.  It is about the heroic feathers that we strive to have and that drive us further in life, about our aspirations that rise like the tower of Babylon, and about the actual gravity and balance of the earth that keeps us intact.","http://data.racc.org/pa_inventory/1135/1135thumb.jpg","http://racc.org/public-art/search/?recid=1265.190","2012-04-05 00:00:00"

"1271","Elizabeth Stanek","Artist's Bench","1996","Steel, porcelain enamel, and western red cedar","sculpture","4' x 9' 4 "" x 4'","Percent for Art - City of Portland","Southeast Police Precinct","4735 E Burnside St.","Portland","OR","97215","45.523123699999999","-122.61409159999999","This bench celebrates the 21 neighborhoods served by this precinct, and the social interactions at the heart of their unique and diverse character.","http://data.racc.org/pa_inventory/1140/1140thumb.jpg","http://racc.org/public-art/search/?recid=1271.204","2011-03-16 00:00:00"

"1323","George Fite Waters","Abraham Lincoln","1927","Bronze","sculpture","10' x 4' x 4'","Gift of Dr. Henry Waldo Coe","SW Park Ave. and SW Madison St.","SW Park Ave. and SW Madison St.","Portland","OR","97205","45.516406099999998","-122.68292270000001","George Water's sculpture of Abraham Lincoln depicts the president during his Civil War years, somberly reflecting the divided state of the Union. The sculpture was the last gift donated to the City of Portland by Dr. Henry Waldo Coe, who donated numerous sculptures including ""George Washington"" ""Theodore Roosevelt, Rough Rider,"" and ""Joan of Arc""  with a vision to beautify the city. The piece was cast at the famous foundry of Claude Valsuani in France on Lincoln's birthday in 1927. George Waters, born in San Francisco, studied at the Art Students League in New York and later under Rodin in Paris.","http://data.racc.org/pa_inventory/0660/0660thumb.jpg","http://racc.org/public-art/search/?recid=1323.282","2012-06-12 00:00:00"

"1324","Anne  Storrs","Leaf Motif","1996","Cast stone","sculpture","24 "" x 24 "" x 5 ""","Percent for Art - Multnomah County","Midland Library","805 SE 122nd Ave.","Portland","OR","97233","45.516702700000003","-122.5377536","I investigate the small stuff: the twirling samara, the leaf skeleton, the emerging fiddlehead.  In my studio, there are all sorts of seeds, leaves and plant stems floating around.

In creating pieces for the Midland Library, I designed cast stone medallions for the north and south walls of the buildings exterior.   I wished to link the library to the small park next to it.  I wanted the work to be bold shapes that could be viewed as one walked by, but also could be understood from a distance.

I began thinking of different shapes; an x, a spiral, a diagonal ellipse.  At the same time, I was gathering leaves.  I started making many small models in clay.  Eventually I chose to sculpt native northwest leaves: rhododendron, fern, dogwood, maple and alder.  After I selected these five forms I created more specific models.  At the time, I was learning to paint egg tempera, so I made studies using this technique.

A wooden box ""frame"" was constructed; this would be the size and shape of the final piece and would house the modeled clay leaf.  As a piece was shaped, I would periodically move it outdoors and orient it toward the South, so I could get a sense of shadow at different times of the day. 

From the wood and clay model, a rubber mold was mad.  These were then transported out to the casting company, where they were filled with a cast stone mix which had been specified by the architect.  The pieces were bundled and trucked to this site.  The medallions were paired in different combinations and installed by some very strong brick masons.","http://data.racc.org/pa_inventory/1149/1149thumb.jpg","http://racc.org/public-art/search/?recid=1324.172","2010-07-19 00:00:00"

"1332","Michihiro Kosuge","Water Sculpture","1996","Stainless steel and granite","sculpture","overall: 3' 8 "" x 8' x 3', pool: 1' x 3' x 8'","Percent for Art - City of Portland","911 Communication Services Building","3732 SE 99th Ave","Portland","OR","97266","45.494469000000002","-122.561402","This sculpture provides an opportunity for a moment of contemplation and pleasant relaxation.  Drawing from nature, the artist explores a small world captured in a landscape of stones and pool of water.","http://data.racc.org/pa_inventory/1150/1150thumb.jpg","http://racc.org/public-art/search/?recid=1332.168","2010-08-24 00:00:00"

"1333","Michihiro Kosuge","Contemplative Place","1996","Columbia, Canadian, and Camas basalt","sculpture","area: 40' x 80'","Percent for Art - City of Portland","Ed Benedict Skate Plaza","3690 SE 104th Ave.","Portland","OR","97266","45.495472799999988","-122.5559823","Kosuge describes ""Contemplative Place"" as establishing ""a relationship between the stones and natural phenomena: the movement of the sun, the seasons, and an awareness of the cardinal directions, ""fostering ""contemplation, spirituality, and quietude."" Each of the four stones is placed to represent the four directions.

Kosuge is a Professor of Art at Portland State University. He has created a legacy of art for the region and is one of the Northwest's most collectible sculptors.","http://data.racc.org/pa_inventory/1151/1151thumb.jpg","http://racc.org/public-art/search/?recid=1333.195","2011-08-25 00:00:00"

"1334","Manuel Izquierdo","The Dreamer","1979","Muntz bronze","sculpture","","Portland Development Commission","Pettygrove Park","293 SW Harrison St.","Portland","OR","97201","45.510339399999999","-122.67981450000001","""The Dreamer speaks of hope, of beauty and serenity, of love, and for a better life in our midst.""  Manuel Izquierdo","http://data.racc.org/pa_inventory/0652/0652thumb.jpg","http://racc.org/public-art/search/?recid=1334.194","2013-04-24 00:00:00"

"1335","Roland Hinton Perry","Elk","1900","Bronze","sculpture","9' x 9' x 6'","Gift/Donation from David Thompson","352 SW Main St.","352 SW Main St.","Portland","OR","97204","45.515712999999998","-122.67749999999999","The 3,000-pound Elk was a gift to the city by former mayor, David P. Thompson. As founder and director of the Oregon Humane Society, Thompson's vision for the sculpture was to provide an accessible watering place for ""bird, beast, and human."" He commissioned artist, Roland Perry, to create the sculpture and placed it in a site that was a former feeding ground for elk that wandered down from the west hills of the city. The work is the second oldest sculpture located in the Portland metropolitan area. It was created in the horse and buggy era of Portland and would have originally been used as a place to rest and water horses. Over time Portlanders have become quite proud of this landmark sculpture.

Roland Perry (1870-1941)  was an accomplished American sculptor and painter. He studied at The Ecole des Beaux Arts in New York and at the Academies Julian and  Delecluse in Paris. He created many bas relief sculptures and The Fountain of Neptune for the Library of Congress.","http://data.racc.org/pa_inventory/0670/0670thumb.jpg","http://racc.org/public-art/search/?recid=1335.193","2012-02-28 00:00:00"

"1336","Olin Levi Warner","Skidmore Fountain","1888","Bronze and granite","fountain","","Gift of Stephen G. Skidmore, Chase Sitton and Henry Failing","SW 1st Ave. and SW Ankeny St.","SW 1st Ave. and SW Ankeny St.","Portland","OR","97204","45.522516000000003","-122.671306","Skidmore Fountain is the oldest artwork in the City of Portland's Public Art Collection. The fountain was designed and built by sculptor Olin Levi Warner with donated funds, and was dedicated September 22, 1888 in memory of Stephen G. Skidmore. It is styled after fountains Skidmore viewed on his visit to the 1878 Paris Exposition and was intended as a water source for ""horses, men, and dogs."" Henry Weinhard offered to pump beer into the fountain at the dedication.","http://data.racc.org/pa_inventory/0674/0674thumb.jpg","http://racc.org/public-art/search/?recid=1336.174","2012-02-28 00:00:00"

"1337","Norman Taylor","Kvinneakt","1975","Bronze","sculpture","71 "" x 38 "" x 25 ""","Tri-Met, U. S. Dept. of Transportation","SW 6th Ave. and SW Morrison St.","SW 6th Ave. and SW Morrison St.","Portland","OR","97204","45.519097100000003","-122.67860640000001","The title for this sculpture, ""Kvinneakt,"" means nude woman in Norwegian. Created by Seattle-based artist Norman Taylor, the sculpture was made famous in 1978 by the ""Expose Yourself to Art Poster"" featuring former Portland Mayor, Bud Clark. Taylor intended the sculpture to be confrontational stating that ""the worst reaction you could give my work is no reaction.""","http://data.racc.org/pa_inventory/0679/0679thumb.jpg","http://racc.org/public-art/search/?recid=1337.193","2012-02-23 00:00:00"

"1338","Robert Maki","TRIMET","1977","Aluminum","sculpture","8' x 9' 3 "" x 4'","Tri-Met, U. S. Dept. of Transporation","Mount Hood Community College","26000 SE Stark St.","Gresham","OR","97030","45.516527000000004","-122.396182","Seattle based artist Robert Maki has a background in industrial engineering and is known for his monumental abstract sculptures. TRIMET serves as an excellent example of how Maki's technical background is reflected in his work. The sculpture is built of geometric shapes that evolve and morph as the viewer moves around it, using negative space to help define the mass of the sculpture itself.","http://data.racc.org/pa_inventory/0681/0681thumb.jpg","http://racc.org/public-art/search/?recid=1338.182","2011-11-02 00:00:00"

"1339","Lee Kelly, Michael Stirling","Friendship Circle","1990","Stainless steel and digital audio","sculpture","1: 22' x 8', 2: 24' x 9', audio duration: 35 minutes","Percent for Art-City of Portland, Portland Development Commission, and the City of Sapporo, Japan","Waterfront Park","Waterfront Park","Portland","OR","97204","45.511975399999997","-122.67398180000001","""Friendship Circle"" was a  collaboration between sculptor Lee Kelly and composer Michael Stirling. Stirling composed a score based upon traditional and contemporary Japanese instruments to emanate from one of the columns sculpted by Kelly. The sculpture commemorates 30 years of the Sister City relationship between Sapporo, Japan and Portland and was primarily funded by Sapporo as a token of friendship. The sculpture subtly echoes the architecture of Buddhist temples.","http://data.racc.org/pa_inventory/1021/1021thumb.jpg","http://racc.org/public-art/search/?recid=1339.196","2011-07-19 00:00:00"

"1341","Alice Cooper","Sacajawea and Jean-Baptiste","1905","Bronze","sculpture","7' x 3 1/2' x 3'","Port of Portland, Women for Lewis and Clark Exposition","Washington Park","Washington Park","Portland","OR","97205","45.519906200000008","-122.70798569999999","""Sacajawea and Jean-Baptiste"" was commissioned by the Committee of Portland Women as the centerpiece for the Lewis and Clark Centennial Exposition to represent ""the only woman in the Lewis and Clark Expedition and in honor of the pioneer mother of old Oregon."" It originally stood in the center of the Plaza at the Lewis and Clark Fair in 1905, at the end of which, it was moved to Washington Park. Sacajawea was a Shoshone woman who guided Lewis and Clark in their journey westward. At the time this sculpture was commissioned, equal suffrage was not yet in effect and the women of Oregon were still fighting for the right to vote. Many prominent women suffragists were present at its dedication including, Susan B. Anthony, Rev. Anna Shaw and Mrs. Abigail Scott Duniway. Funds for the work were raised by women across the western states. Alice Cooper of Denver was selected to design the work. She is the first woman artist to be represented in Portland's public sculpture.","http://data.racc.org/pa_inventory/0694/0694thumb.jpg","http://racc.org/public-art/search/?recid=1341.177","2011-08-16 00:00:00"

"1342","Bill Will, Katherine Dunn","Streetwise","1990","Granite","sculpture","variable dimensions","Percent for Art - City of Portland","Smart Park (SW 4th)","818 SW 4th Ave","Portland","OR","97204","45.517454600000001","-122.67696119999999","""Streetwise"" is a series of 81 granite pavers inserted in the sidewalk that are carved with quotes and expressions.","http://data.racc.org/pa_inventory/1019/1019thumb.jpg","http://racc.org/public-art/search/?recid=1342.172","2011-08-18 00:00:00"

"1343","Don Merkt","Driver's Seat","1994","Galvanized steel","sculpture","10' x 27'","Percent for Art - City of Portland, Portland Development Commission, Tri-Met","NW 5th Ave. and NW Irving St.","NW 5th Ave. and NW Irving St.","Portland","OR","97209","45.528084399999997","-122.67555419999999","Located in Portland's transportation hub, the sculpture is a large abstracted eye that focuses on the train station's clock tower, or more metaphorically time. A steering wheel is located behind the iris along with a formal seat that is open to the public. The back of the seat is an inverted replica of the clock face. The artist describes the piece as being about ""social responsibility and that shared sensation of steering something greater than yourself through time, whether it be a bus, a family, a community or a culture. The sculpture can be seen as a collective 'I' or 'eye', a living populist sculpture that cameos whoever takes the wheel.""","http://data.racc.org/pa_inventory/1085/1085thumb.jpg","http://racc.org/public-art/search/?recid=1343.207","2011-06-30 00:00:00"

"1344","Ed Carpenter","Untitled (Glass Window)","1983","Stained and beveled glass","architectural integration","24' x 30'","Percent for Art - Multnomah County, State of Oregon, and U.S. Department of Transportation","Multnomah County Justice Center","1120 SW 3rd Ave.","Portland","OR","97204","45.515248999999997","-122.677138","This monumental glass curtain wall refracts constantly changing patterns of light into the lobby of Portland's Justice Center.","http://data.racc.org/pa_inventory/0643/0643thumb.jpg","http://racc.org/public-art/search/?recid=1344.169","2011-10-21 00:00:00"

"1345","Ilan Averbuch","Little Prince","1995","Copper and steel","sculpture","15' x 17' x 12'","Percent for Art - City of Portland","NE Multnomah St. and N Interstate Ave.","NE Multnomah St. and N Interstate Ave.","Portland","OR","97227","45.530038400000002","-122.6671716","The Little Prince is a partially buried copper crown located at the south end of the arena in the Rose Quarter.  It is a piece about imagination, desires and aspirations, conquests and struggles.  It is the job of the viewer to create the story that goes along with the crown.  Is it a victory and position of honor waiting to be claimed, or is there another story?  Only the viewer can say.  Ilan's inspiration for this piece was the ""Little Prince"" by Antoine De Saint-Exupery, in particular, the first chapter where he talks about his drawing of a boa constrictor swallowing an elephant being misunderstood as a hat.","http://data.racc.org/pa_inventory/1133/1133thumb.jpg","http://racc.org/public-art/search/?recid=1345.186","2012-04-05 00:00:00"

"1347","J. Seward Johnson","Allow Me","1984","Bronze, aluminum, and stainless steel","sculpture","82 "" x 45 "" x 50 "", weight: 460 lbs.","Gift/Donation from Harry H. Schwartz","Pioneer Courthouse Square","SW Broadway and SW Yamhill St.","Portland","OR","97205","45.518668499999997","-122.6799857","Most commonly referred to as ""Umbrella Man"" J. Seward Johnson's ""Allow Me,"" is quite possibly the most photographed man in Portland. The sculpture was generously gifted to the City of Portland by an anonymous donor in the name of the late Harry H. Schwartz and was dedicated in 1984. As one of the most recognized and beloved sculptures in Portland, ""Allow Me"" serves as a symbol of the city for both residents and tourists.

J. Seward Johnson, is a nationally known artist based in Princeton, New Jersey. He is recognized for his realistic bronze sculptures that are often mistaken for real people. His works can be found all over the country in cities including New York, Los Angeles, and Philadelphia. He describes his work as celebrating ""mini-heroics; normal-size people reclaiming their humanness.""","http://data.racc.org/pa_inventory/0686/0686thumb.jpg","http://racc.org/public-art/search/?recid=1347.286","2012-11-27 00:00:00"

"1348","Emmanuel Fremiet","Joan of Arc","1924","Bronze, copper, and gold leaf","sculpture","height: 13'","Gift/Donation from Dr. Henry Waldo Coe","Coe Circle","Coe Circle","Portland","OR","97232","45.526443899999997","-122.62291039999999","In 1924, after seeing the Joan of Arc sculpture in Paris, Dr. Henry Waldo Coe commissioned a casting of this sculpture as a monument to the Portland area World War One Doughboys -- the American Expeditionary Forces --  who were closely allied with the French. A dedication was held on May 30,1925, with a reading of remarks from President Calvin Coolidge and French President Gaston Doumergue.  

The sculpture was rededicated in May 2002 following a major restoration project and after nearly three years of grassroots planning and fundraising.  Generous support came from a Save Outdoor Sculpture! grant with generous support from Target Stores, the National Endowment for the Arts, and matching funds from Providence Health Systems and citizens from the community.","http://data.racc.org/pa_inventory/1068/1068thumb.jpg","http://racc.org/public-art/search/?recid=1348.250","2011-03-24 00:00:00"

"1350","Marcia Donahue","Tete a Tete a Tete","1996","Granite","sculpture","1: 54 "" x 41 "" x 40 "", 2: 34 "" x 57 "" x 34 "", 3: 14 "" x 38 ""","Percent for Art - City of Portland","Brooklyn Park","SE 10th Ave and Haig St.","Portland","OR","97202","45.4981486","-122.6558","The solid granite stones (each weighing 2-3 tons) for Tete a Tete a Tete were hand-picked by artist Marcia Donahue in Bakersfield, CA and sculpted in  her Oakland studio. The pieces were intended as an ""audience"" for the baseball diamond in the park and Mt. St. Helens beyond it. Meant to be touched, Donahue designed the pieces to provide an invitation to focus inwardly on the immediate surroundings as well as towards the mountain beyond. The sculptures were inspired by the stone's natural shape and by the long human tradition of sculpting human faces in stone.","http://data.racc.org/pa_inventory/1152/1152thumb.jpg","http://racc.org/public-art/search/?recid=1350.178","2012-03-05 00:00:00"

"1351","Lucinda Parker","Talking Leaves","1996","Acrylic on canvas and charcoal on paper","painting","overall: 16' x 16'","Percent for Art - Multnomah County","Midland Library","805 SE 122nd Ave.","Portland","OR","97233","45.516705999999999","-122.5377744","This painting was designed to anchor the east end of the Midland Library. The painting looks down the length of the building to the open glass wall where you can see real trees catching sunlight, rain, and wind in real space. The artist's intention for this piece was to invent a metaphysical reflection of nature that wants to be gazed at for itself, and to serve as a reminder to study the real thing through reading. The painting also strives to be worthy of its center stage position in the elegant grid that characterizes the library, giving a soft illusion of space at the end of the dynamic perspective of the rows of black columns which frame it.","http://data.racc.org/pa_inventory/1153/1153thumb.jpg","http://racc.org/public-art/search/?recid=1351.167","2012-03-05 00:00:00"

"1368","Jon Gierlich","ANGLE of REPOSE: a pavilion","1996","Copper, aluminum, steel, and cement","sculpture","","Percent for Art - City of Portland","Matt Dishman Community Center","77 NE Knott St.","Portland","OR","97212","45.541947800000003","-122.6650044","This covered seating area is located in front of the Matt Dishman Community Center and acts as an outdoor focal point for community members.  The artist combined traditional porch designs based on historic Victorian architecture in the area with an urban plaza where people are encouraged to meet and interact.  

The following artist's statement is inscribed on the dedication plaque:  This artwork is dedicated to the Matt Dishman Community Center and the vivid spirit of diversity and communion that passes through its doors.","http://data.racc.org/pa_inventory/1154/1154thumb.jpg","http://racc.org/public-art/search/?recid=1368.228","2011-02-14 00:00:00"

"1378","Laura Bender","A Moment of the River","1996","Acrylic on MDF","painting","6' x 6'","Percent for Art - Multnomah County/NAP Matching Funds","Brentwood Darlington Community Center","7211 SE 62nd Ave","Portland","OR","97206","45.470394200000001","-122.6004267","This piece is a multi-paneled painting of river-based motifs inspired by Johnson Creek and the landscape and community surrounding it.  The painting's imagery refers to rivers as metaphors for continuity and change in one's life.  Images of seasonal flora and fauna are also used to convey a broader landscape theme.  This overlapping of forms, images and colors are brought together to offer reflection on how the variety of  memories we all hold and share are the substance of our lives.","http://data.racc.org/pa_inventory/1156/1156thumb.jpg","http://racc.org/public-art/search/?recid=1378.220","2012-03-05 00:00:00"

"1379","Jerry Mayer","Measure, Mark, Inventory and Pattern","1996","Basalt, plantings, aluminum, and brass","sculpture","area: 57' x 165'","Percent for Art - City of Portland","East Precinct","737 SE 106th","Portland","OR","97216","45.516883300000003","-122.5539347","The design of this public plaza was inspired by the measuring, marking, inventorying, and patterning of the surrounding land and its uses since 1851. Thirteen brass markers set into the concrete surface of the plaza display images designed by Floyd Light Middle School students who took elements of the past that suggested some story of the site's past.

The form of the eighteen basalt pieces placed around the plaza suggest the burnt and fallen fir timber that was noted by surveyors in this area in the 1850's.  The basalt is surrounded by a wildflower-seeded lawn and linden trees.

Six aluminum wall plaques offer clues to what the plaza site was like at various stages of its history from 1851 (starting at the west end of the plaza) to the present (the plaque closest to 106th St.).","http://data.racc.org/pa_inventory/1157a-s/1157a-sthumb.jpg","http://racc.org/public-art/search/?recid=1379.173","2012-03-05 00:00:00"

"1383","Peter Helzer","Alligator and Otter","1996","Bronze","sculpture","approximate: 4' x 6' x 20 ""","Percent for Art - City of Portland","Arbor Lodge Park","N Delaware Ave","Portland","OR","97217","45.573538599999999","-122.6924631","This sculpture is for all who enjoy the simple pleasures of a beautiful Oregon day.  May it serve to remind us of good friends, good times, and good memories.","http://data.racc.org/pa_inventory/1158/1158thumb.jpg","http://racc.org/public-art/search/?recid=1383.264","2012-11-29 00:00:00"

"1409","Lee Hunt","Beverly Cleary Sculpture Garden for Children","1996","Bronze","sculpture","4 1/2' x 3' x 2'","Gift/Donation from Friends of Henry's & Ramona's Neighborhood","Grant Park","NE 33rd Ave. and US Grant Pl.","Portland","OR","97212","45.5377844","-122.6306683","These are characters from the beloved children's books of Beverly Cleary, who spent her childhood in the Grant Park Neighborhood.","http://data.racc.org/pa_inventory/1159/1159thumb.jpg","http://racc.org/public-art/search/?recid=1409.222","2012-03-05 00:00:00"

"1416","Mark Bulwinkle","Three Figures","1991/1992","Steel","sculpture","each: 8-10'","Gift of Avia, Inc.","NE 13th Ave. and NE Holladay St.","NE 13th Ave. and NE Holladay St.","Portland","OR","97232","45.530035599999998","-122.652542","Mark Bulwinkle's figures were a gift to Portland from AVIA. Originally sited at AVIA's Corporate Headquarters, they were re-sited at their current location to appear to be enjoying the green space. Bulwinkle lives in Oakland, CA and is known for his whimsical welded sculptures.","http://data.racc.org/pa_inventory/1160/1160thumb.jpg","http://racc.org/public-art/search/?recid=1416.176","2011-08-16 00:00:00"

"1424","Jack Portland","Urban Landscape","1996","Fresco on board","painting","2 1/4' x 13'","Percent for Art - City of Portland","Southeast Police Precinct","4735 E Burnside St.","Portland","OR","97215","45.522940200000008","-122.6146471","The paintings' overlapping and superimposed images represent the way diverse parts of Southeast Portland fit together in harmonious, beautiful, and unique ways.","http://data.racc.org/pa_inventory/1161/1161thumb.jpg","http://racc.org/public-art/search/?recid=1424.158","2012-03-05 00:00:00"

"1466","Don Merkt","Fare Well","1997","Cast iron","sculpture","28 1/2 "" x 28 1/2 "" x 2 ""","Percent for Art - City of Portland","Water Pollution Control Lab","6543 N Burlington Ave","Portland","OR","97203","45.585565000000003","-122.76107500000001","""Fare Well"", a series of six storm drain covers, is a companion piece to ""Water Please"" also located at the Water Pollution Control Lab. The design of the drains recognizes the journey of water, attempting to give as much attention to it leaving our lives as we do to it entering. The message recognizes that the water will be in some jeopardy of being polluted and expresses the concern of wishing it well.","http://data.racc.org/pa_inventory/1173/1173thumb.jpg","http://racc.org/public-art/search/?recid=1466.189","2011-03-21 00:00:00"

"1471","Sandra Stone","Wall Story","1996","Concrete","architectural integration","","Percent for Art - City of Portland","Midland Library","805 SE 122nd Ave.","Portland","OR","97233","45.516692900000002","-122.538561","Poet and visual artist Sandra Stone selected passages of text that create a narrative continuing the theme of the juncture of urban society and nature, evoked by grasses, leaves, green, wind, light and time.   These passages are ""offered in the voices of great American writers, the recurring words creating a melodic refrain and depicting the passage of time.""  She also selected text for the children's area entrance.","http://data.racc.org/pa_inventory/1174/1174thumb.jpg","http://racc.org/public-art/search/?recid=1471.171","2012-08-14 00:00:00"

"1504","Larry Kirkland","Garden Stair","1997","Etched granite","architectural integration","13' x 9' x 26 1/2'","Percent for Art - Multnomah County","Central Library","801 SW 10th Ave","Portland","OR","97205","45.519098","-122.68289900000001","Larry Kirkland's ""Garden Stair"" was inspired by the overall theme of the Central Library as a ""Garden of Knowledge with Pathways to Wisdom"". The design was influenced by William Morris' textile designs from the English Arts and Crafts Movement to complement the architecture of the Central Library. While designed in a modified Georgian Revival Style, the library was built during the same time the Arts and Crafts Movement was occurring and has many Arts and Crafts details within. The artist had the unique challenge of creating a piece of art that would meet the practical need for a new skid-proof staircase while staying true to the conceptual vocabulary of the original structure. Kirkland met the challenge well by sandblasting the design motif into black granite to create a staircase that is beautiful, practical, and timeless.","http://data.racc.org/pa_inventory/1175/1175thumb.jpg","http://racc.org/public-art/search/?recid=1504.178","2012-03-05 00:00:00"

"1505","Larry Kirkland","Garden Wreath","1997","Aluminum and brass leaf","sculpture","10 1/2' x 31'","Percent for Art - Multnomah County","Central Library","801 SW 10th Ave","Portland","OR","97205","45.519098","-122.68289900000001","""Garden Wreath"", suspended from the ceiling of the entry foyer, is an ellipse approximately 34' long of gilded and coppered aluminum leaves, images and text. The piece introduces the ""Garden of Knowledge"" metaphor the artist carries through all three of his works, that the library is a place where people explore, uncover and learn.  Images and words are tucked among leaves inviting discovery.","http://data.racc.org/pa_inventory/1176/1176thumb.jpg","http://racc.org/public-art/search/?recid=1505.174","2010-09-20 00:00:00"

"1506","Larry Kirkland","Solar Wreath","1997","Aluminum and brass leaf","sculpture","9' 4 "" x 12'","Public/Private Donations","Central Library","801 SW 10th Ave","Portland","OR","97205","45.519098","-122.68289900000001","""Solar Wreath"" is a suspended gilded ring completing the second floor light fixture.  It relates in form, materials and metaphor to ""Garden Wreath"" and ""Garden Stair"".","http://data.racc.org/pa_inventory/1177/1177thumb.jpg","http://racc.org/public-art/search/?recid=1506.160","2010-09-20 00:00:00"

"1514","Carolyn King","The Conduct of an Instant has the Power to Change Everything","1997","Poured concrete and engraved granite","architectural integration","diameter: 10', each: 27'","Percent for Art - City of Portland","North Portland Community Policing Center","7214 N. Philadelphia Ave.","Portland","OR","97203","45.588740000000001","-122.756345","The bas relief figures, inspired by local newspaper photographs, form a cross-section of community members.  The intertwining roots symbolize how our conduct connects us to one another and to our community.","http://data.racc.org/pa_inventory/1184/1184thumb.jpg","http://racc.org/public-art/search/?recid=1514.150","2010-08-24 00:00:00"

"1525","Terry Furchgott","Welcome Piece","1997","Acrylic and glass on MDF board","painting","57 "" x 147 ""","Percent for Art - Multnomah County","Northeast Health Clinic","5329 NE Martin Luther King Jr. Blvd","Portland","OR","97211","45.561676400000003","-122.6615264","Behind the reception desk is a lively and colorful artwork by Seattle artist Terry Furchgott.  Seven large painted wood tiles spell out the word ""WELCOME"" and twelve wood tiles each feature the word ""welcome"" in one of the languages commonly used at the Health Center.  Brightening the wall are twelve wood panels depicting faces of clients and Health Clinic staff surrounded by such positive words as joy, care, love, trust, unity, and hope.","http://data.racc.org/pa_inventory/1185/1185thumb.jpg","http://racc.org/public-art/search/?recid=1525.152","2012-03-05 00:00:00"

